lat,lon,depth_m,dataset,source
-16.1663,146.3365,74.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7173,146.5304,62.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4861,146.2533,50.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4877,146.3111,47.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6446,146.2098,57.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.7497,146.3893,41.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5006,146.5837,68.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3361,146.4748,66.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.1308,146.2561,30.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.9773,146.2567,78.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.6756,146.1648,66.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.5779,146.6035,40.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.9158,146.5685,39.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6876,146.1465,30.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.6943,146.0795,57.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.6806,146.4825,33.6,Great Barrier Reef,GlobalArchive / Squidle+
-17.0472,146.3849,48.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.4466,146.1982,68.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.658,146.7601,53.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.1199,146.4834,38.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.301,146.495,71.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.8634,146.6539,79.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.4754,146.6051,61.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6484,146.418,55.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.2779,146.2164,45.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4867,146.7956,36.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6393,146.0723,57.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3904,146.8449,61.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4618,146.3647,70.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.5412,147.0189,30.9,Great Barrier Reef,GlobalArchive / Squidle+
-15.995,146.4488,65.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6323,146.3621,49.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6177,146.5103,33.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.8865,146.8293,52.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.5101,146.0476,30.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.2774,146.423,62.3,Great Barrier Reef,GlobalArchive / Squidle+
-17.0178,146.5736,62.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.5625,146.5369,65.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.7954,146.529,47.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.1395,146.4192,55.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.1605,146.2149,62.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4164,147.2153,45.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.1427,146.1372,61.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.7168,146.7459,71.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.2623,146.223,46,Great Barrier Reef,GlobalArchive / Squidle+
-16.6463,146.0003,39.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.4198,146.5377,62.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5748,147.0272,61.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5696,146.6573,65.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.3635,146.0906,46.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.826,146.3354,71.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5627,146.3124,52.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4572,146.2137,57,Great Barrier Reef,GlobalArchive / Squidle+
-16.6009,146.7569,35.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.4738,147.1195,39.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5797,146.1367,35.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.0954,146.7056,51.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.3215,146.2334,67.8,Great Barrier Reef,GlobalArchive / Squidle+
-15.7585,146.7736,35.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.6988,146.5551,75.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2964,146.4292,57.7,Great Barrier Reef,GlobalArchive / Squidle+
-15.9755,146.6775,76.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.4248,147.0526,33.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.7708,146.853,56.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.7516,146.4509,79.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.5089,146.6888,74.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.1727,146.2265,31.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3124,146.6075,73.9,Great Barrier Reef,GlobalArchive / Squidle+
-17.0346,146.7401,52.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6751,146.6148,36,Great Barrier Reef,GlobalArchive / Squidle+
-16.5023,146.3509,78.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.8645,146.4887,37.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3264,146.3546,36.9,Great Barrier Reef,GlobalArchive / Squidle+
-17.1153,146.6107,72.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.4642,146.4224,39.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.5978,146.4443,57.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.6228,146.3419,31,Great Barrier Reef,GlobalArchive / Squidle+
-16.5709,146.7668,45,Great Barrier Reef,GlobalArchive / Squidle+
-16.4213,146.5843,33.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4009,146.2616,42.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5564,146.5628,37.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.9812,146.363,31.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.8598,146.5258,32.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.8674,146.9665,46.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3095,146.2398,62.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5609,146.555,47.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.4326,146.1441,76.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.8897,146.654,41.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6339,146.1396,39.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3594,146.0746,47.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5446,146.6393,36.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5288,146.3124,58,Great Barrier Reef,GlobalArchive / Squidle+
-16.518,146.0073,73.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.1973,146.1689,43.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.6537,146.7689,33.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.331,146.544,74.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2754,146.552,61.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.7973,146.7233,38.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.4697,146.5497,69,Great Barrier Reef,GlobalArchive / Squidle+
-16.5028,145.7047,45.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.2427,146.5049,79,Great Barrier Reef,GlobalArchive / Squidle+
-16.2713,146.1515,54.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5006,146.2667,64,Great Barrier Reef,GlobalArchive / Squidle+
-16.466,146.0927,47.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.68,146.5923,40.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5495,147.0714,32.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.7573,146.6216,75.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.7417,146.983,43.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.8052,146.442,32.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.2909,146.3656,54.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.2213,146.6965,65.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.6032,146.1869,63.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.7822,146.169,56.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.522,145.7579,43.7,Great Barrier Reef,GlobalArchive / Squidle+
-15.9395,145.9436,30.5,Great Barrier Reef,GlobalArchive / Squidle+
-15.9897,146.3896,33.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.93,146.5312,53.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5892,146.4125,48.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.1167,146.0241,62.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.5096,146.2115,40.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.1006,146.3027,55.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5834,146.7249,72.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3488,146.579,76.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4439,146.2933,34.8,Great Barrier Reef,GlobalArchive / Squidle+
-15.6927,146.0964,46.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.2699,146.4584,46,Great Barrier Reef,GlobalArchive / Squidle+
-16.8016,146.0559,34.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.651,146.3333,74.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4074,146.423,49.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.9753,146.8056,75.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.9511,146.724,58.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7805,146.551,74.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.587,146.446,30.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.1903,146.378,54.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5685,146.6505,47.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4594,146.1515,68.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5162,146.4115,66.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.6763,146.8078,62.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.1595,146.2966,53.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.7741,146.1183,60,Great Barrier Reef,GlobalArchive / Squidle+
-16.5571,146.5002,66.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.587,146.5738,64.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.367,146.9266,76.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.0982,146.2731,72.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.3715,146.3683,31.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.1544,146.81,40.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.3092,146.433,76.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6561,146.5761,64,Great Barrier Reef,GlobalArchive / Squidle+
-16.4796,146.6176,68.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.156,146.8215,32.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.8903,146.7292,75.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4188,146.4898,44.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5392,146.1777,67.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.2806,146.4802,61.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.3125,146.685,56.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.4247,146.8192,31.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.1268,146.6663,78.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.8814,146.1193,60,Great Barrier Reef,GlobalArchive / Squidle+
-16.2723,146.5316,50.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.8949,146.2172,47.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3531,146.3806,31.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.4776,146.2254,31.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.2582,146.9269,56,Great Barrier Reef,GlobalArchive / Squidle+
-16.4803,146.454,60.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.8922,146.9654,31.3,Great Barrier Reef,GlobalArchive / Squidle+
-17.002,146.0645,34.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.3648,146.3041,75.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.5183,146.6988,67.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.6428,146.3669,33.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.5778,146.9965,45.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.6679,146.337,74.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5393,145.9608,36.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.7328,146.477,41.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.9958,146.4006,57.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5549,146.4654,48,Great Barrier Reef,GlobalArchive / Squidle+
-16.2387,146.2936,65.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.0307,146.3286,76.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4993,146.3018,74.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.5202,146.3982,64.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2593,146.2128,59.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4866,146.7789,34.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6087,146.2801,41.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.9343,146.8198,51.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.8159,146.1364,34.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.3984,146.7106,48.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.8649,146.3492,79.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.2379,146.5329,39.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.8366,146.6911,52.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5484,146.2707,67,Great Barrier Reef,GlobalArchive / Squidle+
-16.5006,146.5593,36.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5032,146.4888,79.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.462,146.2204,70,Great Barrier Reef,GlobalArchive / Squidle+
-16.3504,146.6442,36.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.5316,145.9246,65.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.5621,146.886,50.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4599,146.7991,46.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6084,146.4496,79.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.1156,146.3919,67.1,Great Barrier Reef,GlobalArchive / Squidle+
-17.0426,146.5867,59.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.2432,146.3787,35.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.5621,146.4512,48.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3944,146.5574,62.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.2531,146.4763,54.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.2911,146.9275,47.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6651,146.4161,32.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.109,146.2812,68.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.9057,146.2169,52.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.284,146.3585,58,Great Barrier Reef,GlobalArchive / Squidle+
-16.6279,146.2564,37,Great Barrier Reef,GlobalArchive / Squidle+
-16.9793,146.7363,63.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.9665,146.5619,35.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.4387,146.4738,54.7,Great Barrier Reef,GlobalArchive / Squidle+
-15.9441,146.5069,59.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.4317,146.2732,50.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.2173,147.0877,41.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.2903,146.7022,33.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.6637,146.696,64.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.2615,146.5426,67,Great Barrier Reef,GlobalArchive / Squidle+
-16.4118,146.5398,63.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4484,146.6695,75.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2497,146.6086,62.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.3131,146.6951,78.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.6566,146.3889,57.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4012,146.8179,74.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.723,146.1317,64.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.3423,146.9565,79.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.6082,146.4795,36.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.387,146.5518,79.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.408,146.4855,35,Great Barrier Reef,GlobalArchive / Squidle+
-16.5676,146.2892,57.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3836,146.3834,40.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.3564,146.8791,63.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.5577,147.0185,73.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.2069,146.2358,78.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.1518,146.5888,54.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.6655,146.3656,59.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.6943,146.5226,51.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3716,146.5871,33.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.7283,146.3706,50.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6124,146.5718,58.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.2993,146.917,57.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6434,146.2298,49,Great Barrier Reef,GlobalArchive / Squidle+
-16.982,146.4005,65,Great Barrier Reef,GlobalArchive / Squidle+
-16.3339,146.5743,50.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.9006,146.5934,55.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.8387,146.5169,71.4,Great Barrier Reef,GlobalArchive / Squidle+
-17.2545,146.5867,71.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.2922,146.4589,46.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4372,146.5475,74.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3844,146.4828,66.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2888,146.7291,72.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.5105,146.6776,72.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7764,146.4952,58.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3591,146.8283,65.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.1742,146.5426,76.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.8751,146.6447,42.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.6517,146.557,58.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5731,146.3469,65.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.8224,146.6835,59.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3265,146.0374,72.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.6498,146.2579,57.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.1858,146.6569,48.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4866,146.8101,68.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.318,146.1233,50.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.1097,146.7956,43.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4336,146.1665,59.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2308,146.3509,40.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4473,146.1676,54.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.8779,146.4545,77.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.4944,146.5123,35.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3205,146.603,34.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.3776,146.3944,59.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.5435,146.4951,75.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.8044,146.5758,48.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3384,146.2569,32.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.7291,146.3247,63.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.813,146.8446,78.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.3513,145.7617,45,Great Barrier Reef,GlobalArchive / Squidle+
-16.8082,146.739,53.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4389,146.765,52.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4993,146.8377,79.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.8321,146.3996,59,Great Barrier Reef,GlobalArchive / Squidle+
-16.2051,146.71,61.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.6482,146.5539,56.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.2,146.3405,43.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6188,146.6382,36.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6438,146.5926,70.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5078,146.4027,65.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5895,146.385,60.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5892,146.4335,49.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7194,146.6254,68,Great Barrier Reef,GlobalArchive / Squidle+
-16.8032,146.4869,51.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3467,146.162,60,Great Barrier Reef,GlobalArchive / Squidle+
-16.7016,146.5771,73.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.8441,146.4083,75.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.627,146.6902,65.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7002,146.1978,71.5,Great Barrier Reef,GlobalArchive / Squidle+
-17.0482,146.0229,77.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5727,146.3756,47.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.4582,146.3407,61.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.4263,146.6691,59.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.4018,146.0326,71.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.7502,146.2329,77.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5814,146.4685,32.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.7521,146.3159,58.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.6589,146.4522,63.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.8025,146.2004,74.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.7791,146.2939,45.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3425,146.2701,73.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5681,146.064,55,Great Barrier Reef,GlobalArchive / Squidle+
-16.5647,146.5958,59.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.0676,146.3647,48.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.5146,146.361,69.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.6343,146.7772,75.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.3132,146.6669,44.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6218,146.3266,33.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.1568,146.72,54,Great Barrier Reef,GlobalArchive / Squidle+
-16.5944,146.4053,79.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.654,146.3922,78.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.792,146.5416,38.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.4178,146.5351,60,Great Barrier Reef,GlobalArchive / Squidle+
-16.1334,146.4731,35.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.589,146.437,74.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.4346,146.6,52.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.4167,146.7485,46.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.1445,146.4015,64.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.334,146.8629,30.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7684,146.2913,67.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.6742,147.0004,39.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.6865,146.7051,64.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.4646,146.4096,50.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.501,145.9686,54.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.408,146.4005,35.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.6643,146.4131,62.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5941,146.8612,70,Great Barrier Reef,GlobalArchive / Squidle+
-16.3147,146.5941,71.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5249,146.0447,54.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.6636,146.5682,63.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.2572,146.2643,38.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.4966,146.0748,74.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.7291,146.7298,73,Great Barrier Reef,GlobalArchive / Squidle+
-16.0726,146.6504,79.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.792,146.4,48.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.9453,146.8594,63.7,Great Barrier Reef,GlobalArchive / Squidle+
-17.0633,146.4219,36.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.3372,146.0787,68.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.6332,146.7277,52.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.5689,146.3312,76.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4276,146.5343,58.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6166,146.2692,62.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.902,146.1739,79.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.9874,146.6104,74.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.5852,146.2753,60.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.4563,146.3646,72.8,Great Barrier Reef,GlobalArchive / Squidle+
-17.0694,146.681,47.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4274,145.8594,62.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3944,146.2657,38.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.1763,146.8824,50.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.4588,146.4987,58.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.4488,146.0792,66.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.3488,146.4876,48.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5048,146.5114,44.7,Great Barrier Reef,GlobalArchive / Squidle+
